Sample	Unassigned_Unmapped	Unassigned_MultiMapping	percent_assigned	Unassigned_MappingQuality	Unassigned_NonSplit	Assigned	Total	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_rRNA	Unassigned_Ambiguity	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_Secondary	Unassigned_Chimera	Unassigned_Overlapping_Length	Unassigned_NoFeatures	not_aligned_percentage	not_aligned	reads_aligned	reads_aligned_percentage	reads_processed	per_tile_sequence_quality	sequence_length_distribution	Total Sequences	File type	per_sequence_gc_content	%GC	overrepresented_sequences	adapter_content	per_base_sequence_content	per_base_sequence_quality	basic_statistics	per_base_n_content	per_sequence_quality_scores	Sequence length	median_sequence_length	total_deduplicated_percentage	Encoding	avg_sequence_length	sequence_duplication_levels	Sequences flagged as poor quality	Total Bases	Filename	quality_trimmed	r_processed	cutadapt_version	r_written	percent_trimmed	bp_written	r_with_adapters	bp_processed	pe_sense	se_antisense	pe_antisense	failed	se_sense
SRX3316632	1814684	0	85.06592399229184	0	0	40262185	47330568	0	0	124890	20969	0	0	0	0	2168804	2939036	3.83	907342.0	22757942.0	96.17	23665284.0		warn	23665284.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.458896084722047	Sanger / Illumina 1.9	98.99023464075056	fail	0.0	2.3 Gbp	SRX3316632_val_1.fq.gz	16998694	23753411	4.4	23753411	1.2522827563586554	2345595113	7435516	2375341100	0.0165		0.6069	0.3767	
SRX3316633	2659544	0	82.94795432937096	0	0	39294304	47372240	0	0	70083	25363	0	0	0	0	2123405	3199541	5.61	1329772.0	22356348.0	94.39	23686120.0		warn	23686120.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	10.01155548739519	Sanger / Illumina 1.9	98.95762632292669	fail	0.0	2.3 Gbp	SRX3316633_val_1.fq.gz	5032437	23800514	4.4	23800514	0.8008945100933534	2360989699	7973052	2380051400	0.0186		0.6052	0.3763	
SRX3316634	2104726	0	82.80696929084614	0	0	40879295	49366974	0	0	33048	25950	0	0	0	0	2614480	3709475	4.26	1052363.0	23631124.0	95.74	24683487.0		warn	24683487.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.25812500433556	Sanger / Illumina 1.9	98.97740039727776	fail	0.0	2.4 Gbp	SRX3316634_val_1.fq.gz	5041324	24759153	4.4	24759153	0.755836639484396	2457201425	8338605	2475915300	0.0226		0.5806	0.3968	
SRX3316735	10618242	0	68.87710615360987	0	0	39483881	57325116	0	0	2342725	21327	0	0	0	0	2246349	2612592	18.52	5309121.0	23353437.0	81.48	28662558.0		warn	28662558.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	12.048815587989434	Sanger / Illumina 1.9	98.72817534289857	fail	0.0	2.8 Gbp	SRX3316735_val_2.fq.gz	6972386	28944636	4.4	28944636	1.0762299791919994	2863312515	9891497	2894463600	0.0157		0.5429	0.4414	
SRX3316736	9243964	0	75.06923579437124	0	0	46983467	62586846	0	0	160956	28143	0	0	0	0	2904867	3265449	14.77	4621982.0	26671441.0	85.23	31293423.0		warn	31293423.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.503612326662129	Sanger / Illumina 1.9	98.7810028963594	fail	0.0	3 Gbp	SRX3316736_val_2.fq.gz	5449937	31479998	4.4	31479998	0.8130093591492604	3122406267	10691261	3147999800	0.0169		0.5776	0.4055	
SRX3316737	10774934	0	73.13981426311041	0	0	47749986	65285900	0	0	216151	30598	0	0	0	0	2976655	3537576	16.5	5387467.0	27255483.0	83.5	32642950.0		warn	32642950.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.231645377761048	Sanger / Illumina 1.9	98.85288370076849	fail	0.0	3.2 Gbp	SRX3316737_val_2.fq.gz	23850814	32774790	4.4	32774790	1.2495333455988582	3236525807	9943680	3277479000	0.0195		0.573	0.4075	
SRX3316738	8848546	0	73.85892599033316	0	0	43794758	59295146	0	0	206643	28016	0	0	0	0	2800225	3616958	14.92	4424273.0	25223300.0	85.08	29647573.0		warn	29647573.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.20120699246012	Sanger / Illumina 1.9	99.004567355311	fail	0.0	2.9 Gbp	SRX3316738_val_1.fq.gz	18617973	29745062	4.4	29745062	1.1870799260731075	2939196434	9111897	2974506200	0.0212		0.5637	0.4151	
SRX3316739	8348936	0	73.89404083437647	0	0	37643522	50942568	0	0	47223	20311	0	0	0	0	2252426	2630150	16.39	4174468.0	21296816.0	83.61	25471284.0		warn	25471284.0	Conventional base calls	pass	49.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.914055017051153	Sanger / Illumina 1.9	98.98049513326458	fail	0.0	2.5 Gbp	SRX3316739_val_1.fq.gz	4749344	25601885	4.4	25601885	0.8194689570709344	2539208550	8697486	2560188500	0.0162		0.5675	0.4163	
SRX3316740	12059320	0	61.63822288006503	0	0	24384669	39560954	0	0	33013	7721	0	0	0	0	1109422	1966809	30.48	6029660.0	13750817.0	69.52	19780477.0		warn	19780477.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	16.17800091848471	Sanger / Illumina 1.9	97.98743255787006	fail	0.0	1.9 Gbp	SRX3316740_val_2.fq.gz	6442376	20011316	4.4	20011316	2.3127843266279937	1954849742	7937035	2001131600	0.0126		0.5161	0.4713	
SRX3316741	10236652	0	69.50713410003175	0	0	52993429	76241712	0	0	5062923	30238	0	0	0	0	3373174	4545296	13.43	5118326.0	33002530.0	86.57	38120856.0		warn	38120856.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.3921700414402	Sanger / Illumina 1.9	98.07953745844532	fail	0.0	3.7 Gbp	SRX3316741_val_2.fq.gz	44774259	38532596	4.4	38532596	2.643237429422092	3751408800	13384265	3853259600	0.0184		0.52	0.4616	
SRX3316742	8519892	0	75.22103391474432	0	0	44146951	58689636	0	0	52293	26158	0	0	0	0	2807521	3136821	14.52	4259946.0	25084872.0	85.48	29344818.0		warn	29344818.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	10.158248544173222	Sanger / Illumina 1.9	98.85619498474996	fail	0.0	2.9 Gbp	SRX3316742_val_2.fq.gz	18896169	29438406	4.4	29438406	1.1603770598177088	2909680949	8929503	2943840600	0.0173		0.5718	0.4109	
SRX3316743	9121918	0	74.06856190120811	0	0	43331716	58502170	0	0	49549	25953	0	0	0	0	2729209	3243825	15.59	4560959.0	24690126.0	84.41	29251085.0		warn	29251085.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	10.50501948599763	Sanger / Illumina 1.9	98.73445193571452	fail	0.0	2.8 Gbp	SRX3316743_val_2.fq.gz	5766104	29430860	4.4	29430860	0.8107107301655474	2919226086	9958039	2943086000	0.0188		0.5702	0.411	
SRX3316744	5661486	0	55.69495834836926	0	0	8766431	15740080	0	0	23885	2899	0	0	0	0	361620	923759	35.97	2830743.0	5039297.0	64.03	7870040.0		warn	7870040.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	23.342321095496168	Sanger / Illumina 1.9	97.53067608296782	fail	0.0	769.7 Mbp	SRX3316744_val_2.fq.gz	542804624	29759866	4.4	29759866	73.00838320306953	803266899	24933854	2975986600	0.0138		0.5022	0.484	
SRX3316745	15121554	0	57.660079090622	0	0	26485372	45933638	0	0	132178	8133	0	0	0	0	937497	3248904	32.92	7560777.0	15406042.0	67.08	22966819.0		warn	22966819.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	13.749377950795523	Sanger / Illumina 1.9	97.57721180281868	fail	0.0	2.2 Gbp	SRX3316745_val_2.fq.gz	69723829	24501164	4.4	24501164	8.130466617830892	2250910504	9483860	2450116400	0.0123		0.4893	0.4983	
SRX3316746	14954210	0	57.76146290303522	0	0	25507447	44159974	0	0	116633	7913	0	0	0	0	933010	2640761	33.86	7477105.0	14602882.0	66.14	22079987.0		warn	22079987.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	17.049279242710806	Sanger / Illumina 1.9	97.269984262219	fail	0.0	2.1 Gbp	SRX3316746_val_2.fq.gz	267461850	29756511	4.4	29756511	26.928452935896956	2174354294	15434989	2975651100	0.0116		0.5034	0.4849	
SRX3316747	12230852	0	69.16932479917239	0	0	37431889	54116314	0	0	144364	17102	0	0	0	0	1915208	2376899	22.6	6115426.0	20942731.0	77.4	27058157.0		warn	27058157.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	15.159798532267184	Sanger / Illumina 1.9	98.75889211523165	fail	0.0	2.6 Gbp	SRX3316747_val_2.fq.gz	4318888	27181796	4.4	27181796	1.0233339621855746	2690363545	9655849	2718179600	0.0154		0.5592	0.4255	
SRX3316748	8199892	0	74.08989148754368	0	0	39339606	53097130	0	0	58637	23934	0	0	0	0	2515325	2959736	15.44	4099946.0	22448619.0	84.56	26548565.0		warn	26548565.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.060947744267896	Sanger / Illumina 1.9	98.99774123384825	fail	0.0	2.6 Gbp	SRX3316748_val_1.fq.gz	5639759	26691015	4.4	26691015	0.8072223555379966	2647555916	9007482	2669101500	0.0191		0.565	0.4158	
SRX3316749	11445032	0	69.13030466584458	0	0	34654253	50128888	0	0	69448	14801	0	0	0	0	1802509	2142845	22.83	5722516.0	19341928.0	77.17	25064444.0		warn	25064444.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	13.075200349093908	Sanger / Illumina 1.9	99.0177309339078	fail	0.0	2.4 Gbp	SRX3316749_val_1.fq.gz	0	25086705	4.4	25086705	0.7277872482655654	2490412716	7847505	2508670500	0.0142		0.5477	0.4381	
SRX3316750	8455984	0	74.40590761556692	0	0	40825959	54869244	0	0	55103	24200	0	0	0	0	2543038	2964960	15.41	4227992.0	23206630.0	84.59	27434622.0		warn	27434622.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	12.738489680718445	Sanger / Illumina 1.9	98.52450957771534	fail	0.0	2.7 Gbp	SRX3316750_val_2.fq.gz	5787473	27652663	4.4	27652663	0.8102585273613612	2742860494	9320739	2765266300	0.0172		0.5674	0.4153	
SRX3316751	7905996	0	71.16144737173192	0	0	31052170	43636226	0	0	61171	21484	0	0	0	0	2081096	2514309	18.12	3952998.0	17865115.0	81.88	21818113.0		warn	21818113.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.85070878878312	Sanger / Illumina 1.9	99.25976027349388	fail	0.0	2.1 Gbp	SRX3316751_val_2.fq.gz	0	21827042	4.4	21827042	0.5204231521614335	2171344902	6757582	2182704200	0.0208		0.5835	0.3957	
SRX3316752	5804682	0	72.88444850002476	0	0	25759004	35342250	0	0	31155	17040	0	0	0	0	1696459	2033910	16.42	2902341.0	14768784.0	83.58	17671125.0		warn	17671125.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	10.313606432617624	Sanger / Illumina 1.9	98.87189513966996	fail	0.0	1.7 Gbp	SRX3316752_val_2.fq.gz	12848655	17747942	4.4	17747942	1.2574876568787523	1752476382	5448852	1774794200	0.0195		0.5859	0.3946	
SRX3316753	7726616	0	72.57333421553754	0	0	32971269	45431658	0	0	50160	22948	0	0	0	0	2148335	2512330	17.01	3863308.0	18852521.0	82.99	22715829.0		warn	22715829.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.491814577404243	Sanger / Illumina 1.9	98.83509873225404	fail	0.0	2.2 Gbp	SRX3316753_val_2.fq.gz	4005351	22830102	4.4	22830102	0.7936432347082812	2264891244	7760067	2283010200	0.0191		0.5892	0.3917	
SRX3316754	6807728	0	72.38754130777117	0	0	29338601	40529904	0	0	85457	20001	0	0	0	0	1905212	2372905	16.8	3403864.0	16861088.0	83.2	20264952.0		warn	20264952.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	10.178931932499362	Sanger / Illumina 1.9	98.86283066448912	fail	0.0	2 Gbp	SRX3316754_val_2.fq.gz	3129365	20338269	4.4	20338269	0.7699301253218748	2018167854	6857626	2033826900	0.0191		0.5828	0.3981	
SRX3316755	8996198	0	72.48752309229015	0	0	37724931	52043344	0	0	32527	24129	0	0	0	0	2358133	2907426	17.29	4498099.0	21523573.0	82.71	26021672.0		warn	26021672.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.926870964202838	Sanger / Illumina 1.9	98.66702439412808	fail	0.0	2.5 Gbp	SRX3316755_val_2.fq.gz	32043154	26217919	4.4	26217919	1.751799179789975	2575863371	7945948	2621791900	0.0187		0.586	0.3953	
SRX3316756	6644328	0	72.08778109206129	0	0	27771698	38524834	0	0	33759	19068	0	0	0	0	1816709	2239272	17.25	3322164.0	15940253.0	82.75	19262417.0		warn	19262417.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	10.611739918223696	Sanger / Illumina 1.9	98.8534419123	fail	0.0	1.9 Gbp	SRX3316756_val_2.fq.gz	14764297	19360018	4.4	19360018	1.3437691018675706	1909986406	6010981	1936001800	0.0204		0.5824	0.3972	
SRX3316757	7042566	0	72.0950767239523	0	0	29851575	41405844	0	0	46506	19829	0	0	0	0	1963755	2481613	17.01	3521283.0	17181639.0	82.99	20702922.0		warn	20702922.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.81246719004612	Sanger / Illumina 1.9	98.88800788603658	fail	0.0	2 Gbp	SRX3316757_val_2.fq.gz	3176980	20774807	4.4	20774807	0.773924542355556	2061402567	7024490	2077480700	0.0197		0.585	0.3953	
SRX3316758	8546842	0	73.08546603817575	0	0	38344395	52465144	0	0	30576	23982	0	0	0	0	2412634	3106715	16.29	4273421.0	21959151.0	83.71	26232572.0		warn	26232572.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	9.05244279893697	Sanger / Illumina 1.9	98.86658227794057	fail	0.0	2.6 Gbp	SRX3316758_val_1.fq.gz	7195548	26464630	4.4	26464630	0.9672767388019404	2620864379	9026585	2646463000	0.0191		0.5788	0.4021	
SRX3411505	5334870	0	4.211445716446667	0	0	658166	15628030	0	0	9472886	487	0	0	0	0	58838	102783	34.14	2667435.0	5146580.0	65.86	7814015.0		warn	7814015.0	Conventional base calls	warn	50.0	fail	pass	fail	pass	pass	pass	pass	20-150	147	9.4475126075632	Sanger / Illumina 1.9	141.37563429299792	fail	0.0	1.1 Gbp	SRX3411505_val_1.fq.gz	36675837	8664510	4.4	8664510	5.764510860971942	1224756507	3391533	1299676500	0.0219		0.0268	0.9513	
SRX3411506	4014064	0	5.956510002121923	0	0	581637	9764728	0	0	5018503	301	0	0	0	0	44691	105532	41.11	2007032.0	2875332.0	58.89	4882364.0		warn	4882364.0	Conventional base calls	fail	51.0	fail	pass	fail	pass	pass	pass	pass	20-150	147	13.906973087200294	Sanger / Illumina 1.9	141.10535224329854	fail	0.0	691.5 Mbp	SRX3411506_val_1.fq.gz	30921101	7763121	4.4	7763121	4.789190756312227	1108699549	2143248	1164468150	0.0374		0.0457	0.917	
SRX3411507	5060670	0	4.708074267747628	0	0	557602	11843526	0	0	6131995	221	0	0	0	0	39909	53129	42.73	2530335.0	3391428.0	57.27	5921763.0		warn	5921763.0	Conventional base calls	fail	50.0	fail	pass	fail	pass	pass	pass	pass	20-150	147	11.624240840523878	Sanger / Illumina 1.9	141.06819624493585	fail	0.0	838.5 Mbp	SRX3411507_val_1.fq.gz	18962087	7260175	4.4	7260175	22.66613665189429	842186072	3797024	1089026250	0.028		0.0362	0.9359	
SRX3411508	3148180	0	3.9526591516008343	0	0	384929	9738482	0	0	6118853	236	0	0	0	0	30229	56055	32.33	1574090.0	3295151.0	67.67	4869241.0		warn	4869241.0	Conventional base calls	fail	50.0	fail	pass	fail	pass	pass	pass	pass	20-150	147	20.16453661579104	Sanger / Illumina 1.9	141.02967094871664	fail	0.0	689.6 Mbp	SRX3411508_val_2.fq.gz	13267500	5873659	4.4	5873659	21.09703644695751	695173653	3054773	881048850	0.0203		0.0255	0.9542	
SRX3411509	3873910	0	4.202683220933009	0	0	453370	10787632	0	0	6371184	410	0	0	0	0	33326	55432	35.91	1936955.0	3456861.0	64.09	5393816.0		warn	5393816.0	Conventional base calls	fail	51.0	fail	pass	fail	pass	pass	pass	pass	20-150	147	21.793221500130468	Sanger / Illumina 1.9	139.01367009923956	fail	0.0	752.8 Mbp	SRX3411509_val_2.fq.gz	27834122	7911166	4.4	7911166	5.268357660552186	1124156622	2480504	1186674900	0.0223		0.0259	0.9518	
SRX3411510	7241972	0	3.0497548134113046	0	0	336984	11049544	0	0	3407740	205	0	0	0	0	23999	38644	65.54	3620986.0	1903786.0	34.46	5524772.0		warn	5524772.0	Conventional base calls	warn	51.0	fail	pass	fail	pass	pass	pass	pass	20-150	147	12.22717521384977	Sanger / Illumina 1.9	139.85746380122112	fail	0.0	775.6 Mbp	SRX3411510_val_1.fq.gz	25260687	8069344	4.4	8069344	35.449044432856006	781325799	4704840	1210401600	0.0267		0.0417	0.9316	
SRX3411511	6923670	0	2.9802507997526124	0	0	393403	13200332	0	0	5798931	236	0	0	0	0	29091	55001	52.45	3461835.0	3138331.0	47.55	6600166.0		warn	6600166.0	Conventional base calls	fail	51.0	fail	pass	fail	pass	pass	pass	pass	20-150	147	10.49590185952736	Sanger / Illumina 1.9	138.70955442635838	fail	0.0	918.8 Mbp	SRX3411511_val_1.fq.gz	57692039	7666246	4.4	7666246	8.434693851462633	1052943243	3154351	1149936900	0.0222		0.0257	0.952	
SRX3411512	4060588	0	2.9866235913560737	0	0	249162	8342598	0	0	3979959	128	0	0	0	0	18364	34397	48.67	2030294.0	2141005.0	51.33	4171299.0		warn	4171299.0	Conventional base calls	fail	51.0	fail	warn	fail	pass	pass	pass	pass	20-150	147	13.244103236362555	Sanger / Illumina 1.9	139.3031477724325	fail	0.0	583.1 Mbp	SRX3411512_val_1.fq.gz	35963709	6574423	4.4	6574423	6.030946594096546	926688459	1959672	986163450	0.0186		0.0261	0.9552	
SRX3411513	5248868	0	4.423030334993348	0	0	466297	10542478	0	0	4749202	276	0	0	0	0	32796	45039	49.79	2624434.0	2646805.0	50.21	5271239.0		warn	5271239.0	Conventional base calls	fail	51.0	fail	pass	fail	pass	pass	pass	pass	20-150	147	12.929944691656416	Sanger / Illumina 1.9	138.8086013553929	fail	0.0	734.3 Mbp	SRX3411513_val_1.fq.gz	24329055	7543296	4.4	7543296	34.68110845267993	739079600	4465334	1131494400	0.029		0.038	0.933	
SRX3411514	6953246	0	14.433103267834952	0	0	1293047	8958898	0	0	410034	3599	0	0	0	0	129443	169529	77.61	3476623.0	1002826.0	22.39	4479449.0		warn	4479449.0	Conventional base calls	warn	47.0	fail	pass	fail	pass	pass	pass	pass	20-150	147	22.12890258897035	Sanger / Illumina 1.9	143.51261059116868	fail	0.0	645.8 Mbp	SRX3411514_val_1.fq.gz	13350205	5670715	4.4	5670715	23.709553733523904	648932067	2763789	850607250	0.2397		0.2674	0.4929	
SRX3411515	7006610	0	8.62436322549583	0	0	710780	8241536	0	0	354074	1938	0	0	0	0	77859	90275	85.02	3503305.0	617463.0	14.98	4120768.0		warn	4120768.0	Conventional base calls	fail	49.0	fail	pass	fail	pass	pass	pass	pass	20-150	147	18.853234793493137	Sanger / Illumina 1.9	142.43402079418206	fail	0.0	589.5 Mbp	SRX3411515_val_1.fq.gz	23694192	4973875	4.4	4973875	5.11862320625267	707892162	1618295	746081250	0.2138		0.2228	0.5634	
SRX3411516	8978726	0	9.6514864903711	0	0	1101257	11410232	0	0	458354	1496	0	0	0	0	95105	775294	78.69	4489363.0	1215753.0	21.31	5705116.0		warn	5705116.0	Conventional base calls	warn	44.0	fail	pass	fail	pass	pass	pass	pass	20-150	147	15.589837173337523	Sanger / Illumina 1.9	140.59865338408545	fail	0.0	805.6 Mbp	SRX3411516_val_1.fq.gz	42148840	6094701	4.4	6094701	7.058409373432211	849676808	2713593	914205150	0.2905		0.3712	0.3383	
SRX3411517	8597762	0	6.967493531050955	0	0	761702	10932224	0	0	1315211	865	0	0	0	0	65252	191432	78.65	4298881.0	1167231.0	21.35	5466112.0		warn	5466112.0	Conventional base calls	fail	47.0	warn	pass	fail	pass	pass	pass	pass	20-150	147	16.324684259447675	Sanger / Illumina 1.9	140.54049075467168	fail	0.0	771.4 Mbp	SRX3411517_val_1.fq.gz	31421675	5926984	4.4	5926984	12.471447535542527	778170495	2429543	889047600	0.1339		0.1714	0.6947	
SRX3411518	4710746	0	15.093081379246293	0	0	910063	6029670	0	0	154915	2784	0	0	0	0	104035	147127	78.13	2355373.0	659462.0	21.87	3014835.0		warn	3014835.0	Conventional base calls	fail	49.0	fail	fail	fail	pass	pass	pass	pass	20-150	147	38.33703828148714	Sanger / Illumina 1.9	143.2158303854108	fail	0.0	433.7 Mbp	SRX3411518_val_2.fq.gz	8153965	7846792	4.4	7846792	62.70625354497311	438954407	5823707	1177018800	0.2547		0.2867	0.4585	
SRX3411519	5578838	0	8.368957792446803	0	0	543413	6493198	0	0	216613	1309	0	0	0	0	65841	87184	85.92	2789419.0	457180.0	14.08	3246599.0		warn	3246599.0	Conventional base calls	fail	47.0	fail	warn	fail	pass	pass	pass	pass	20-150	147	44.721003267455856	Sanger / Illumina 1.9	139.75303201904515	fail	0.0	456 Mbp	SRX3411519_val_2.fq.gz	28460813	3491011	4.4	3491011	6.834065165267789	487864955	1283470	523651650	0.222		0.2378	0.5402	
SRX3411520	4775010	0	4.326514756343893	0	0	298926	6909164	0	0	1552409	255	0	0	0	0	28370	254194	69.11	2387505.0	1067077.0	30.89	3454582.0		warn	3454582.0	Conventional base calls	fail	47.0	fail	warn	fail	pass	pass	pass	pass	20-150	147	33.79439289179258	Sanger / Illumina 1.9	139.9695974795214	fail	0.0	485.9 Mbp	SRX3411520_val_2.fq.gz	14882908	3637888	4.4	3637888	9.217538307941313	495384642	1430746	545683200	0.0821		0.1276	0.7903	
SRX3411521	7663590	0	15.593181090476628	0	0	1636311	10493760	0	0	850394	3904	0	0	0	0	155660	183901	73.03	3831795.0	1415085.0	26.97	5246880.0		warn	5246880.0	Conventional base calls	warn	45.0	fail	warn	fail	pass	pass	pass	pass	20-150	147	32.007826913708875	Sanger / Illumina 1.9	141.39147664897996	fail	0.0	745.5 Mbp	SRX3411521_val_2.fq.gz	33472865	6139479	4.4	6139479	5.189632323307347	873129392	2109679	920921850	0.2541		0.2588	0.4871	
SRX3411522	6787040	0	9.397068545099	0	0	759650	8083904	0	0	331860	1227	0	0	0	0	115079	89048	83.96	3393520.0	648432.0	16.04	4041952.0		warn	4041952.0	Conventional base calls	warn	46.0	warn	warn	fail	pass	pass	pass	pass	20-150	147	42.536213779391154	Sanger / Illumina 1.9	140.76126633864035	fail	0.0	571.7 Mbp	SRX3411522_val_2.fq.gz	29156751	4440321	4.4	4440321	5.9942594240371365	626123496	1610024	666048150	0.192		0.2052	0.6029	
SRX3411523	7791476	0	7.383150556755538	0	0	667706	9043646	0	0	436215	1792	0	0	0	0	75456	71001	86.15	3895738.0	626085.0	13.85	4521823.0		warn	4521823.0	Conventional base calls	fail	47.0	warn	warn	fail	pass	pass	pass	pass	20-150	147	43.12752165955668	Sanger / Illumina 1.9	138.8678964214212	fail	0.0	631.1 Mbp	SRX3411523_val_2.fq.gz	25662472	4696244	4.4	4696244	7.668591041408127	650416238	1607862	704436600	0.1922		0.1776	0.6302	
SRX3411524	8072034	0	4.113042652746417	0	0	512104	12450734	0	0	3760237	421	0	0	0	0	41595	64343	64.83	4036017.0	2189350.0	35.17	6225367.0		warn	6225367.0	Conventional base calls	fail	49.0	fail	warn	fail	pass	pass	pass	pass	20-150	147	33.006847650555464	Sanger / Illumina 1.9	137.61954805234777	fail	0.0	860.8 Mbp	SRX3411524_val_2.fq.gz	33927937	6481251	4.4	6481251	9.04819218799992	884222243	2517624	972187650	0.0385		0.0412	0.9203	
SRX3411525	7491668	0	5.799867306896312	0	0	503876	8687716	0	0	593169	692	0	0	0	0	50078	48233	86.23	3745834.0	598024.0	13.77	4343858.0		warn	4343858.0	Conventional base calls	fail	47.0	fail	warn	fail	pass	pass	pass	pass	20-150	147	39.208876162321246	Sanger / Illumina 1.9	139.93581512102836	fail	0.0	611 Mbp	SRX3411525_val_2.fq.gz	36677284	4547533	4.4	4547533	6.850122179798731	635403215	1710708	682129950	0.1389		0.1419	0.7192	
SRX3541437	50241992	0	29.78073809168385	0	0	24027601	80681684	0	0	3230815	15365	0	0	0	0	1208620	1957291	62.27	25120996.0	15219846.0	37.73	40340842.0		warn	40340842.0	Conventional base calls	warn	51.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	7.048212285298701	Sanger / Illumina 1.9	98.77760989718558	fail	0.0	3.9 Gbp	SRX3541437_val_2.fq.gz	958624	40341679	4.4	40341679	0.5133589326079572	3997772280	15119283	4018401101	0.0144		0.5289	0.4567	
SRX3541438	7797830	0	75.58455650803401	0	0	48724375	64463400	0	0	1123329	35820	0	0	0	0	2544740	4237306	12.1	3898915.0	28332785.0	87.9	32231700.0		warn	32231700.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	7.372065120489784	Sanger / Illumina 1.9	99.03991803100674	fail	0.0	3.2 Gbp	SRX3541438_val_1.fq.gz	784228	32233246	4.4	32233246	0.4534223776608294	3196467711	10166713	3211027227	0.0181		0.5858	0.3961	
SRX3541439	23316656	0	53.53724643366806	0	0	35033759	65438104	0	0	2698484	23713	0	0	0	0	1721507	2643985	35.63	11658328.0	21060724.0	64.37	32719052.0		warn	32719052.0	Conventional base calls	warn	50.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	6.784966345150448	Sanger / Illumina 1.9	99.10842948628218	fail	0.0	3.2 Gbp	SRX3541439_val_1.fq.gz	555130	32720362	4.4	32720362	0.4348729878120361	3251917527	10267561	3266121005	0.0149		0.5613	0.4238	
SRX3541440	9889974	0	72.85178328285737	0	0	44594969	61213284	0	0	1191166	32041	0	0	0	0	2138698	3366436	16.16	4944987.0	25661655.0	83.84	30606642.0		warn	30606642.0	Conventional base calls	warn	49.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.689754351915505	Sanger / Illumina 1.9	98.98621906970388	fail	0.0	3 Gbp	SRX3541440_val_2.fq.gz	484497	30607899	4.4	30607899	0.4379212995913364	3041572464	9861039	3054950744	0.0146		0.5835	0.4019	
SRX3541441	49139090	0	16.535753414231525	0	0	10341652	62541160	0	0	1638388	7074	0	0	0	0	527432	887524	78.57	24569545.0	6701035.0	21.43	31270580.0		warn	31270580.0	Conventional base calls	warn	52.0	fail	pass	fail	pass	pass	pass	pass	20-100	100	6.488022669092721	Sanger / Illumina 1.9	98.85562160983262	fail	0.0	3.1 Gbp	SRX3541441_val_2.fq.gz	594474	31270936	4.4	31270936	0.5246617953484112	3101775892	12296767	3118135558	0.0166		0.5082	0.4752	
