Sample	Unassigned_Unmapped	Unassigned_MultiMapping	percent_assigned	Unassigned_MappingQuality	Unassigned_NonSplit	Assigned	Total	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_rRNA	Unassigned_Ambiguity	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_Secondary	Unassigned_Chimera	Unassigned_Overlapping_Length	Unassigned_NoFeatures	not_aligned_percentage	not_aligned	reads_aligned	reads_aligned_percentage	reads_processed	per_tile_sequence_quality	sequence_length_distribution	Total Sequences	File type	per_sequence_gc_content	%GC	overrepresented_sequences	adapter_content	per_base_sequence_content	per_base_sequence_quality	basic_statistics	per_base_n_content	per_sequence_quality_scores	Sequence length	median_sequence_length	total_deduplicated_percentage	Encoding	avg_sequence_length	sequence_duplication_levels	Sequences flagged as poor quality	Total Bases	Filename	quality_trimmed	r_processed	cutadapt_version	r_written	percent_trimmed	bp_written	r_with_adapters	bp_processed	pe_sense	se_antisense	pe_antisense	failed	se_sense
SRX3541442	13594940	0	66.487698412982	0	0	46517819	69964550	0	0	1534311	28488	0	0	0	0	2265972	6023020	19.43	6797470.0	28184805.0	80.57	34982275.0		warn	34982275.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.692427053448066	Sanger / Illumina 1.9	98.92093175758296	fail	0.0	3.4 Gbp	SRX3541442_val_2.fq.gz	762218	34984365	4.4	34984365	0.4558101450798276	3470256199	11135291	3486146408	0.0369		0.4864	0.4767	
SRX3541443	46156864	0	13.157872103479406	0	0	7465739	56739714	0	0	1665660	4342	0	0	0	0	352166	1094943	81.35	23078432.0	5291425.0	18.65	28369857.0		warn	28369857.0	Conventional base calls	warn	52.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	6.770386444593745	Sanger / Illumina 1.9	98.78421487989876	fail	0.0	2.8 Gbp	SRX3541443_val_2.fq.gz	328283	28370403	4.4	28370403	0.4131557980060309	2819928420	8370771	2831627453	0.0358		0.4288	0.5353	
SRX3541444	45296172	0	15.078371085166228	0	0	8602056	57048974	0	0	1606384	5411	0	0	0	0	407018	1131933	79.4	22648086.0	5876401.0	20.6	28524487.0		warn	28524487.0	Conventional base calls	warn	53.0	fail	pass	fail	pass	pass	pass	pass	20-100	100	6.841723962472411	Sanger / Illumina 1.9	99.14331563614098	fail	0.0	2.8 Gbp	SRX3541444_val_2.fq.gz	276971	28524609	4.4	28524609	0.4563302581683905	2834623551	9412538	2847618094	0.032		0.4497	0.5183	
SRX3541445	35562838	0	35.25873616346476	0	0	23157909	65679918	0	0	2903686	14104	0	0	0	0	1134152	2907229	54.15	17781419.0	15058540.0	45.85	32839959.0		warn	32839959.0	Conventional base calls	fail	51.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.720023637387918	Sanger / Illumina 1.9	98.8739678389976	fail	0.0	3.2 Gbp	SRX3541445_val_2.fq.gz	727515	32841095	4.4	32841095	0.4953850036033056	3257204614	11798135	3273420649	0.0336		0.4677	0.4987	
SRX3541446	48772602	0	25.82068133201262	0	0	18883191	73132040	0	0	1827277	12565	0	0	0	0	993748	2642657	66.69	24386301.0	12179719.0	33.31	36566020.0		warn	36566020.0	Conventional base calls	fail	51.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.12286698496132	Sanger / Illumina 1.9	98.81521516424264	fail	0.0	3.6 Gbp	SRX3541446_val_2.fq.gz	869916	36566911	4.4	36566911	0.5108031631028209	3625077376	13640968	3643689457	0.035		0.5242	0.4408	
SRX3541447	52875334	0	9.923108504022588	0	0	6063806	61107928	0	0	1064982	3694	0	0	0	0	319211	780901	86.53	26437667.0	4116297.0	13.47	30553964.0		warn	30553964.0	Conventional base calls	fail	53.0	fail	pass	fail	pass	pass	pass	pass	20-100	100	6.324095555099751	Sanger / Illumina 1.9	98.66578536258012	fail	0.0	3 Gbp	SRX3541447_val_2.fq.gz	400556	30554514	4.4	30554514	0.4143981848377663	3035377873	8954157	3048008766	0.0294		0.5014	0.4692	
SRX3541448	23985078	0	44.21840381813447	0	0	23762490	53738914	0	0	1271715	14326	0	0	0	0	1251786	3453519	44.63	11992539.0	14876918.0	55.37	26869457.0		warn	26869457.0	Conventional base calls	fail	49.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.784626023418248	Sanger / Illumina 1.9	99.06461436864912	fail	0.0	2.6 Gbp	SRX3541448_val_1.fq.gz	493940	26870527	4.4	26870527	0.4222224414227077	2669130786	8125825	2680448240	0.038		0.5406	0.4214	
SRX3541449	61570986	0	9.798118790084343	0	0	7140693	72878204	0	0	2072791	5300	0	0	0	0	305427	1783007	84.48	30785493.0	5653609.0	15.52	36439102.0		warn	36439102.0	Conventional base calls	fail	53.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	5.241777826177375	Sanger / Illumina 1.9	99.1101016704528	fail	0.0	3.6 Gbp	SRX3541449_val_1.fq.gz	862439	36439716	4.4	36439716	0.534949212574459	3610239892	14528949	3629656712	0.0594		0.4252	0.5155	
SRX3541450	44314082	0	15.478937859312458	0	0	9413317	60813714	0	0	4025863	6522	0	0	0	0	368125	2685805	72.87	22157041.0	8249816.0	27.13	30406857.0		warn	30406857.0	Conventional base calls	fail	52.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	8.45221391721149	Sanger / Illumina 1.9	98.79232358674886	fail	0.0	3 Gbp	SRX3541450_val_2.fq.gz	360983	30407552	4.4	30407552	0.4203767930415525	3021321120	9129094	3034075670	0.0497		0.3834	0.5669	
SRX3541451	17381290	0	51.741053352752544	0	0	32601214	63008408	0	0	2507784	22774	0	0	0	0	1384814	9110532	27.59	8690645.0	22813559.0	72.41	31504204.0		warn	31504204.0	Conventional base calls	fail	48.0	warn	pass	fail	pass	pass	pass	pass	20-100	100	11.282550224552356	Sanger / Illumina 1.9	98.81256831627933	fail	0.0	3.1 Gbp	SRX3541451_val_2.fq.gz	829170	31506637	4.4	31506637	0.4624216740551409	3122068726	10167069	3136572919	0.0726		0.4813	0.4461	
SRX3541452	39152360	0	7.793396268490565	0	0	3487807	44753364	0	0	1059321	2485	0	0	0	0	154183	897208	87.48	19576180.0	2800502.0	12.52	22376682.0		warn	22376682.0	Conventional base calls	fail	53.0	fail	pass	fail	pass	pass	pass	pass	20-100	100	7.167815311541724	Sanger / Illumina 1.9	98.64275016287044	fail	0.0	2.2 Gbp	SRX3541452_val_2.fq.gz	512740	22377044	4.4	22377044	0.5422128146534815	2215065174	9065292	2227141018	0.0611		0.4165	0.5224	
SRX3541453	44920386	0	3.3495143654136963	0	0	1595603	47636846	0	0	621498	1306	0	0	0	0	65098	432955	94.3	22460193.0	1358230.0	5.7	23818423.0		warn	23818423.0	Conventional base calls	warn	54.0	fail	pass	fail	pass	pass	pass	pass	20-100	100	5.6042898542293385	Sanger / Illumina 1.9	99.078340996799	fail	0.0	2.3 Gbp	SRX3541453_val_2.fq.gz	255617	23818597	4.4	23818597	0.466161435251643	2365892799	7953758	2376973332	0.0539		0.3946	0.5515	
SRX5252024	108502	0	58.92315985397154	0	0	8071384	13698152	0	0	105703	6628	0	0	0	0	664076	4741859	0.79	108502.0	13589650.0	99.21	13698152.0		warn	13698152.0	Conventional base calls	warn	45.0	warn	pass	warn	pass	pass	pass	pass	20-101	100	20.39283430595392	Sanger / Illumina 1.9	98.62664073226811	fail	0.0	1.3 Gbp	SRX5252024_trimmed.fq.gz	6657904	13716389	4.4	13716389	1.8090746250437133	1360293178	5245588	1385355289		0.4202		0.4309	0.149
SRX5252025	62724	0	54.54141162642496	0	0	6557659	12023266	0	0	23748	6045	0	0	0	0	566363	4806727	0.52	62724.0	11960542.0	99.48	12023266.0		warn	12023266.0	Conventional base calls	warn	45.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	22.314580935216924	Sanger / Illumina 1.9	98.90864661898024	fail	0.0	1.1 Gbp	SRX5252025_trimmed.fq.gz	7924751	12062223	4.4	12062223	1.7050555603257875	1197512095	4400397	1218284523		0.3977		0.4241	0.1782
SRX5252026	103992	0	78.44678707554937	0	0	7073415	9016832	0	0	18876	9641	0	0	0	0	589747	1221161	1.15	103992.0	8912840.0	98.85	9016832.0		warn	9016832.0	Conventional base calls	warn	44.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	27.24293286847224	Sanger / Illumina 1.9	99.5345961863324	fail	0.0	903.8 Mbp	SRX5252026_trimmed.fq.gz	0	9026043	4.4	9026043	0.8416345571332087	903957747	3274575	911630343		0.3648		0.4244	0.2108
SRX5252027	226030	0	59.320319415374655	0	0	6726385	11339091	0	0	27447	5331	0	0	0	0	544637	3809261	1.99	226030.0	11113061.0	98.01	11339091.0		warn	11339091.0	Conventional base calls	warn	45.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	21.427411756698785	Sanger / Illumina 1.9	98.44419980402309	fail	0.0	1.1 Gbp	SRX5252027_trimmed.fq.gz	13028393	11343588	4.4	11343588	1.8918147703118864	1124027821	4130411	1145702388		0.4257		0.4346	0.1396
SRX5252028	88454	0	62.811812866436654	0	0	9460790	15062119	0	0	56019	7560	0	0	0	0	721806	4727490	0.59	88454.0	14973665.0	99.41	15062119.0		warn	15062119.0	Conventional base calls	warn	45.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	18.894766209060005	Sanger / Illumina 1.9	99.1062070350128	fail	0.0	1.5 Gbp	SRX5252028_trimmed.fq.gz	8465578	15096381	4.4	15096381	1.4142156072877583	1503171448	5316221	1524734481		0.4421		0.4183	0.1396
SRX5252029	68474	0	56.10777260799643	0	0	5583882	9952065	0	0	86976	4819	0	0	0	0	469812	3738102	0.69	68474.0	9883591.0	99.31	9952065.0		warn	9952065.0	Conventional base calls	warn	45.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	24.598068745993693	Sanger / Illumina 1.9	98.8328331858765	fail	0.0	990.2 Mbp	SRX5252029_trimmed.fq.gz	8184077	10012861	4.4	10012861	2.0452410016863447	990615460	3637997	1011298961		0.401		0.429	0.17
SRX5252030	58404	0	53.28566492524571	0	0	6073077	11397206	0	0	23914	5560	0	0	0	0	508236	4728015	0.51	58404.0	11338802.0	99.49	11397206.0		warn	11397206.0	Conventional base calls	warn	45.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	23.734826838497742	Sanger / Illumina 1.9	99.00083546792082	fail	0.0	1.1 Gbp	SRX5252030_trimmed.fq.gz	8248721	11433816	4.4	11433816	1.6108937187932375	1136212567	4064697	1154815416		0.3799		0.4304	0.1897
SRX5252031	180201	0	70.93896315268907	0	0	6972856	9829374	0	0	32640	4568	0	0	0	0	496441	2142668	1.83	180201.0	9649173.0	98.17	9829374.0		warn	9829374.0	Conventional base calls	warn	47.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	20.401445264137923	Sanger / Illumina 1.9	98.57186754721104	fail	0.0	975.6 Mbp	SRX5252031_trimmed.fq.gz	10849038	9833718	4.4	9833718	1.7613642577446895	975711551	3441285	993205518		0.4886		0.4259	0.0855
SRX5252032	71665	0	61.11244368943842	0	0	8369505	13695255	0	0	47642	6941	0	0	0	0	668547	4530955	0.52	71665.0	13623590.0	99.48	13695255.0		warn	13695255.0	Conventional base calls	warn	45.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	19.93968007233363	Sanger / Illumina 1.9	99.12539226177242	fail	0.0	1.3 Gbp	SRX5252032_trimmed.fq.gz	8388314	13730958	4.4	13730958	1.4283841067912246	1367017545	4787377	1386826758		0.4252		0.4262	0.1485
SRX5252033	130611	0	64.33626169575668	0	0	10117866	15726537	0	0	46256	7684	0	0	0	0	749895	4674225	0.83	130611.0	15595926.0	99.17	15726537.0		warn	15726537.0	Conventional base calls	warn	46.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	18.21423502799017	Sanger / Illumina 1.9	98.83617582179726	fail	0.0	1.5 Gbp	SRX5252033_trimmed.fq.gz	9840742	15771444	4.4	15771444	1.7405233995525504	1565190771	5758922	1592915844		0.4322		0.4412	0.1266
SRX5252034	450969	0	60.714788810573495	0	0	6508221	10719334	0	0	38502	5021	0	0	0	0	498967	3217654	4.21	450969.0	10268365.0	95.79	10719334.0		warn	10719334.0	Conventional base calls	warn	46.0	fail	pass	fail	pass	pass	pass	pass	20-101	100	22.42808397821408	Sanger / Illumina 1.9	96.73047355367412	fail	0.0	1 Gbp	SRX5252034_trimmed.fq.gz	28833770	10729389	4.4	10729389	3.6412244780561256	1044209494	4138751	1083668289		0.4289		0.4337	0.1374
SRX5252035	185565	0	68.62154241855276	0	0	8348584	12166127	0	0	27279	5654	0	0	0	0	573021	3026024	1.53	185565.0	11980562.0	98.47	12166127.0		warn	12166127.0	Conventional base calls	warn	47.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	19.195209671893608	Sanger / Illumina 1.9	98.60517451445313	fail	0.0	1.2 Gbp	SRX5252035_trimmed.fq.gz	8623837	12168129	4.4	12168129	1.7100926299164216	1207964315	4461498	1228981029		0.4572		0.4557	0.0871
SRX5252036	56453	0	79.39225425815162	0	0	8784483	11064660	0	0	22776	11466	0	0	0	0	736835	1452647	0.51	56453.0	11008207.0	99.49	11064660.0		warn	11064660.0	Conventional base calls	warn	44.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	23.976408240372265	Sanger / Illumina 1.9	99.04017836969234	fail	0.0	1.1 Gbp	SRX5252036_trimmed.fq.gz	7272559	11099660	4.4	11099660	1.5703163184928883	1103461383	3965248	1121065660		0.3724		0.4251	0.2025
SRX5252037	56634	0	55.8415856788294	0	0	5818280	10419260	0	0	35654	5252	0	0	0	0	481312	4022128	0.54	56634.0	10362626.0	99.46	10419260.0		warn	10419260.0	Conventional base calls	warn	44.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	23.819512513774093	Sanger / Illumina 1.9	98.92910801726802	fail	0.0	1 Gbp	SRX5252037_trimmed.fq.gz	8091845	10478056	4.4	10478056	1.9051572691017729	1038121688	3751106	1058283656		0.3919		0.4287	0.1794
SRX5252038	484663	0	60.93967676157208	0	0	5561932	9126947	0	0	20256	4591	0	0	0	0	412011	2643494	5.31	484663.0	8642284.0	94.69	9126947.0		warn	9126947.0	Conventional base calls	fail	45.0	fail	pass	fail	pass	pass	pass	pass	20-101	100	23.76472732885537	Sanger / Illumina 1.9	96.14876759994333	fail	0.0	883.6 Mbp	SRX5252038_trimmed.fq.gz	32492991	9138625	4.4	9138625	4.2460082591990345	883810421	3477877	923001125		0.4362		0.4254	0.1384
SRX5252039	66588	0	78.91765432241846	0	0	5992268	7593064	0	0	26303	7953	0	0	0	0	506083	993869	0.88	66588.0	7526476.0	99.12	7593064.0		warn	7593064.0	Conventional base calls	warn	44.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	29.872047704784304	Sanger / Illumina 1.9	98.73070317858507	fail	0.0	754.7 Mbp	SRX5252039_trimmed.fq.gz	7248449	7625402	4.4	7625402	1.9844080234577912	754882374	2775652	770165602		0.3607		0.4284	0.2109
SRX5252040	153466	0	67.2245739065325	0	0	10233209	15222423	0	0	224190	8072	0	0	0	0	769005	3834481	1.01	153466.0	15068957.0	98.99	15222423.0		warn	15222423.0	Conventional base calls	warn	46.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	17.77333245692983	Sanger / Illumina 1.9	99.09425326046976	fail	0.0	1.5 Gbp	SRX5252040_trimmed.fq.gz	7704967	15234277	4.4	15234277	1.2898272197961775	1518815896	5355319	1538661977		0.4575		0.4386	0.1039
SRX5252041	47795	0	79.30952061032542	0	0	7661425	9660158	0	0	21680	10288	0	0	0	0	637062	1281908	0.49	47795.0	9612363.0	99.51	9660158.0		warn	9660158.0	Conventional base calls	warn	44.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	25.844304141396613	Sanger / Illumina 1.9	99.08840580040204	fail	0.0	963.7 Mbp	SRX5252041_trimmed.fq.gz	7293850	9695034	4.4	9695034	1.5632837501045267	963890784	3412731	979198434		0.367		0.4249	0.2081
SRX5252042	52210	0	54.25072707032189	0	0	5689060	10486606	0	0	20788	5282	0	0	0	0	472380	4246886	0.5	52210.0	10434396.0	99.5	10486606.0		warn	10486606.0	Conventional base calls	warn	44.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	23.692119903867088	Sanger / Illumina 1.9	99.0275284491474	fail	0.0	1 Gbp	SRX5252042_trimmed.fq.gz	7596955	10518723	4.4	10518723	1.5735784318651949	1045673467	3743501	1062391023		0.3902		0.4254	0.1844
SRX5252043	742449	0	51.83293470901765	0	0	5027592	9699609	0	0	15160	4569	0	0	0	0	419224	3490615	7.65	742449.0	8957160.0	92.35	9699609.0		warn	9699609.0	Conventional base calls	fail	44.0	fail	pass	fail	pass	pass	pass	pass	20-101	100	24.00611035251867	Sanger / Illumina 1.9	94.49781676766558	fail	0.0	922.9 Mbp	SRX5252043_trimmed.fq.gz	51740805	9722851	4.4	9722851	5.983030986680881	923254111	3843610	982007951		0.3953		0.4286	0.1761
SRX5252044	89382	0	79.10350176621014	0	0	7689952	9721380	0	0	32650	10066	0	0	0	0	636874	1262456	0.92	89382.0	9631998.0	99.08	9721380.0		warn	9721380.0	Conventional base calls	warn	44.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	25.337429628853297	Sanger / Illumina 1.9	98.64847069037523	fail	0.0	965.4 Mbp	SRX5252044_trimmed.fq.gz	8684102	9764983	4.4	9764983	2.0874199977695	965675826	3643912	986263283		0.3763		0.4278	0.1959
SRX5252045	65471	0	55.1729502255777	0	0	7032923	12747049	0	0	23336	6371	0	0	0	0	608258	5010690	0.51	65471.0	12681578.0	99.49	12747049.0		warn	12747049.0	Conventional base calls	warn	45.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	21.460748953578	Sanger / Illumina 1.9	99.12906477412928	fail	0.0	1.2 Gbp	SRX5252045_trimmed.fq.gz	8143973	12777515	4.4	12777515	1.407006877718282	1272371183	4469549	1290529015		0.3977		0.4236	0.1787
SRX5252046	37697	0	78.81208207138441	0	0	6539055	8297021	0	0	17692	8943	0	0	0	0	554740	1138894	0.45	37697.0	8259324.0	99.55	8297021.0		warn	8297021.0	Conventional base calls	warn	44.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	27.5752725017522	Sanger / Illumina 1.9	99.09352429022417	fail	0.0	827.7 Mbp	SRX5252046_trimmed.fq.gz	6842135	8329302	4.4	8329302	1.5863467774536948	827914209	2931403	841259502		0.3675		0.4217	0.2108
SRX5252047	494970	0	51.11670447703843	0	0	3661007	7162056	0	0	13340	3321	0	0	0	0	310727	2678691	6.91	494970.0	6667086.0	93.09	7162056.0		warn	7162056.0	Conventional base calls	fail	44.0	fail	pass	fail	pass	pass	pass	pass	20-101	100	27.96946220966938	Sanger / Illumina 1.9	94.97489491844242	fail	0.0	684.9 Mbp	SRX5252047_trimmed.fq.gz	35418733	7183329	4.4	7183329	5.558277594366535	685190023	2785400	725516229		0.392		0.4306	0.1774
SRX5252048	83922	0	78.6756803588363	0	0	7968505	10128295	0	0	28105	10402	0	0	0	0	672519	1364842	0.83	83922.0	10044373.0	99.17	10128295.0		warn	10128295.0	Conventional base calls	warn	44.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	25.28889990459363	Sanger / Illumina 1.9	98.73071015407824	fail	0.0	1 Gbp	SRX5252048_trimmed.fq.gz	8627075	10188598	4.4	10188598	2.134578513769767	1007082552	3741079	1029048398		0.3726		0.4239	0.2035
SRX5252049	67053	0	79.54651386752037	0	0	9598111	12066036	0	0	33488	13106	0	0	0	0	771756	1582522	0.56	67053.0	11998983.0	99.44	12066036.0		warn	12066036.0	Conventional base calls	warn	45.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	23.079127468983337	Sanger / Illumina 1.9	99.07735034107309	fail	0.0	1.2 Gbp	SRX5252049_trimmed.fq.gz	8400728	12100915	4.4	12100915	1.5064128016209295	1203781152	4243330	1222192415		0.3717		0.4262	0.2021
SRX5252050	48781	0	78.51516235080824	0	0	7566580	9637094	0	0	28938	10378	0	0	0	0	638773	1343644	0.51	48781.0	9588313.0	99.49	9637094.0		warn	9637094.0	Conventional base calls	warn	44.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	25.63907509918956	Sanger / Illumina 1.9	99.18746190500995	fail	0.0	962.3 Mbp	SRX5252050_trimmed.fq.gz	7193467	9665305	4.4	9665305	1.4030628824511286	962499164	3338243	976195805		0.3631		0.4222	0.2147
SRX5252051	506468	0	73.81340656935322	0	0	6103745	8269155	0	0	21923	8120	0	0	0	0	514448	1114451	6.12	506468.0	7762687.0	93.88	8269155.0		warn	8269155.0	Conventional base calls	fail	44.0	fail	pass	fail	pass	pass	pass	pass	20-101	100	26.745664544028152	Sanger / Illumina 1.9	95.52144880583324	fail	0.0	795.3 Mbp	SRX5252051_trimmed.fq.gz	35334313	8288440	4.4	8288440	4.967474919500193	795548096	3247222	837132440		0.3753		0.4247	0.2
SRX5252052	85393	0	52.66131917214915	0	0	5855925	11119974	0	0	24623	5598	0	0	0	0	510326	4638109	0.77	85393.0	11034581.0	99.23	11119974.0		warn	11119974.0	Conventional base calls	warn	43.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	23.119879517649924	Sanger / Illumina 1.9	99.08606117244518	fail	0.0	1.1 Gbp	SRX5252052_trimmed.fq.gz	7703187	11145865	4.4	11145865	1.4522546839985364	1109383864	3954071	1125732365		0.3904		0.4152	0.1943
SRX5252053	120726	0	60.73001273984712	0	0	9343191	15384800	0	0	49052	7696	0	0	0	0	785889	5078246	0.78	120726.0	15264074.0	99.22	15384800.0		warn	15384800.0	Conventional base calls	fail	45.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	18.268691035039566	Sanger / Illumina 1.9	99.1481694919661	fail	0.0	1.5 Gbp	SRX5252053_trimmed.fq.gz	8183224	15401510	4.4	15401510	1.2675696174345152	1535834799	5422855	1555552510		0.4368		0.4212	0.142
SRX5252054	90268	0	58.28216202820889	0	0	6542861	11226181	0	0	65833	5473	0	0	0	0	561298	3960448	0.8	90268.0	11135913.0	99.2	11226181.0		warn	11226181.0	Conventional base calls	warn	45.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	23.49578448088404	Sanger / Illumina 1.9	98.96185122972808	fail	0.0	1.1 Gbp	SRX5252054_trimmed.fq.gz	7613404	11250696	4.4	11250696	1.5540410623801797	1118661412	3997243	1136320296		0.4135		0.4267	0.1598
SRX5252055	105199	0	59.578690354134736	0	0	8061648	13531093	0	0	23610	6653	0	0	0	0	735132	4598851	0.78	105199.0	13425894.0	99.22	13531093.0		warn	13531093.0	Conventional base calls	warn	44.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	19.37735521960381	Sanger / Illumina 1.9	99.06094636996434	fail	0.0	1.3 Gbp	SRX5252055_trimmed.fq.gz	7706230	13551555	4.4	13551555	1.395842954868089	1349602054	4869858	1368707055		0.4315		0.4154	0.1531
SRX5252056	139895	0	63.07437386185823	0	0	9943506	15764732	0	0	41256	7653	0	0	0	0	787437	4844985	0.89	139895.0	15624837.0	99.11	15764732.0		warn	15764732.0	Conventional base calls	warn	46.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	17.84234426573079	Sanger / Illumina 1.9	99.17153415611506	fail	0.0	1.5 Gbp	SRX5252056_trimmed.fq.gz	8315678	15779162	4.4	15779162	1.2272273275273546	1574137097	5509354	1593695362		0.4432		0.4361	0.1207
SRX5252057	142406	0	61.918388540263216	0	0	8711134	14068735	0	0	42218	6730	0	0	0	0	723342	4442905	1.01	142406.0	13926329.0	98.99	14068735.0		warn	14068735.0	Conventional base calls	warn	45.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	19.567426679366225	Sanger / Illumina 1.9	98.89424301474156	fail	0.0	1.4 Gbp	SRX5252057_trimmed.fq.gz	6974906	14080833	4.4	14080833	1.4986690006757468	1400850600	5208688	1422164133		0.4374		0.4267	0.1359
SRX5252058	159960	0	72.38835502411966	0	0	11434487	15796031	0	0	40465	8290	0	0	0	0	914013	3238816	1.01	159960.0	15636071.0	98.99	15796031.0		warn	15796031.0	Conventional base calls	warn	46.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	15.628533498965403	Sanger / Illumina 1.9	99.04848692687422	fail	0.0	1.5 Gbp	SRX5252058_trimmed.fq.gz	7429838	15804604	4.4	15804604	1.3110183426661153	1575337677	5633900	1596265004		0.5007		0.4207	0.0786
SRX5252059	185417	0	75.5010633500827	0	0	11675381	15463863	0	0	58214	8234	0	0	0	0	743549	2793068	1.2	185417.0	15278446.0	98.8	15463863.0		warn	15463863.0	Conventional base calls	warn	48.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	14.390165606509756	Sanger / Illumina 1.9	98.98955661984331	fail	0.0	1.5 Gbp	SRX5252059_trimmed.fq.gz	7492071	15471581	4.4	15471581	1.3621339245507391	1541344572	5389244	1562629681		0.5043		0.4473	0.0485
SRX5252060	92168	0	78.31096049729149	0	0	8560843	10931858	0	0	33146	10886	0	0	0	0	729012	1505803	0.84	92168.0	10839690.0	99.16	10931858.0		warn	10931858.0	Conventional base calls	warn	44.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	24.54743766435524	Sanger / Illumina 1.9	99.04372394884749	fail	0.0	1 Gbp	SRX5252060_trimmed.fq.gz	7647273	10959515	4.4	10959515	1.510034842321991	1090196273	3899226	1106911015		0.3768		0.4211	0.202
SRX5252061	125672	0	62.58069099540853	0	0	8324374	13301825	0	0	67585	6601	0	0	0	0	664607	4112986	0.94	125672.0	13176153.0	99.06	13301825.0		warn	13301825.0	Conventional base calls	warn	45.0	warn	pass	fail	pass	pass	pass	pass	20-101	100	20.33409771823931	Sanger / Illumina 1.9	99.10318456302048	fail	0.0	1.3 Gbp	SRX5252061_trimmed.fq.gz	6656254	13313508	4.4	13313508	1.2920570507178213	1327290478	4734040	1344664308		0.4453		0.4218	0.1329
