Sample	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned_percentage	featureCounts_mqc-generalstats-featurecounts-percent_assigned	FastQC_mqc-generalstats-fastqc-percent_duplicates	featureCounts_mqc-generalstats-featurecounts-Assigned	FastQC_mqc-generalstats-fastqc-total_sequences
SRX6922015	1.365377301013977	48.0	150	147.5457595994488	20.0	8238974.0	87.16	76.50168091781137	81.59411075497214	14462756	9452574.0
SRX6922016	1.3709467097528218	49.0	150	147.51412925664124	20.0	5070006.0	87.17	77.97746526531235	79.6321717738564	9070476	5816088.0
SRX6922017	2.0988685532709606	48.0	150	148.11814439210087	20.0	9786609.0	91.27	80.41973038215679	83.11433965325529	17246743	10722955.0
SRX6922018	2.200035422443473	47.0	150	146.377436250887	20.0	7530674.0	93.02	81.75053838348467	79.39268945827148	13237039	8095995.0
SRX6922019	1.0250334669437053	46.0	150	147.2656017529848	20.0	13310222.0	91.87	78.74114242884004	81.98004445065965	22815635	14487747.0
SRX6922020	1.6439194373706678	46.0	150	147.16850397273723	20.0	8056759.0	90.94	76.81623865297055	78.79933352959328	13610696	8859257.0
SRX6922021	1.0407267388518346	46.0	150	147.23093437630416	20.0	9995226.0	91.24	77.24584340905996	80.47149929971171	16925139	10955372.0
SRX6922023	2.3286498866404948	48.0	150	146.25456529860313	20.0	8170696.0	92.08	81.76729415516691	79.44249285793762	14511626	8873735.0
SRX6922024	2.218980271028632	47.0	150	146.34825342756426	20.0	8915744.0	93.19	82.0787130395662	80.57521415182862	15704698	9566852.0
SRX6922025	1.2123693673113918	47.0	150	146.24624582160806	20.0	8739333.0	92.85	81.51930601934914	80.66583141782804	15346355	9412712.0
SRX6922026	1.4889105593018714	48.0	150	144.75873175650955	20.0	10772079.0	90.31	79.31268082514788	78.60004284322638	18919672	11927268.0
SRX6922027	3.571513364295292	48.0	150	144.5465454457032	20.0	10822163.0	90.43	79.46631362824192	78.66165801644844	19020019	11967347.0
SRX6922028	3.5871492390768283	48.0	150	147.2537625448721	20.0	9010270.0	90.52	79.67720422694613	80.73304408612977	15861451	9953569.0
SRX6922029	1.0164998447355098	48.0	150	147.99270211811032	20.0	8751273.0	92.88	81.5801843164894	82.4367400522179	15373944	9422597.0
SRX7101023	4.707782839964801	49.0	122	117.25444866027775	20.0	35651876.0	93.05	79.82214415748642	91.21957885006128	61165316	38313501.0
SRX7101024	5.938443152474326	48.0	122	112.72233989374516	20.0	34525039.0	98.22	86.1705613386804	91.31716217052336	60582158	35152468.0
SRX7101025	10.339701837635962	48.0	122	113.79367647609408	20.0	35495328.0	98.29	86.11007542663	91.57648459424438	62191080	36111384.0
SRX7101026	7.168519524401795	48.0	122	117.92148036299093	20.0	31231513.0	98.01	87.2335215383477	92.14712636087818	55597451	31867022.0
SRX7101027	4.798419243298321	48.0	122	114.13648704279825	20.0	35203196.0	98.13	87.88948291728241	93.06156579680241	63057772	35873332.0
SRX7101028	4.996346653232848	49.0	126	119.87208388927006	20.0	37431033.0	97.92	88.21379294071704	92.65146745053161	67442571	38226772.0
SRX7101029	7.17635083877344	49.0	126	120.51409001642037	20.0	39846758.0	97.6	85.6286150632443	90.22318000320597	69920818	40827951.0
SRX7101030	3.823583647956778	48.0	122	118.1650701834668	20.0	35322906.0	97.66	86.15022173539057	90.82505858026931	62318591	36168561.0
SRX7101031	6.865902813564233	48.0	122	118.30874620957023	20.0	33949252.0	97.16	85.2709700100292	90.54243616508364	59590676	34941948.0
SRX7101032	6.632430949876424	48.0	122	118.39910012620906	20.0	37146022.0	97.21	83.23311023900115	91.56848658526945	63612704	38213581.0
SRX7101033	4.809904338528383	48.0	122	117.2750111688126	20.0	36591992.0	96.81	84.60011893998325	91.41731903647295	63952976	37797214.0
SRX7101034	5.137644134992485	48.0	122	117.066607705697	20.0	37730987.0	94.06	79.92614314637187	91.54666776541559	64122414	40113542.0
SRX7101035	6.901708088207468	46.0	122	118.25656748396587	20.0	29105249.0	85.24	61.73054621875197	80.97323221248459	42154006	34143555.0
SRX7101036	7.255560332177617	49.0	122	110.3971407669261	20.0	69311253.0	87.57	38.6180824520264	88.4853235010426	30566091	79149686.0
SRX7101037	7.2418603328399636	49.0	122	107.53157280164767	20.0	60115678.0	84.33	38.16543391339393	86.67818096705165	27206699	71286230.0
SRX7101038	6.917494425832683	48.0	122	111.60607920997666	20.0	71781137.0	89.94	40.36362908730984	88.69925089768088	32214415	79810502.0
SRX7101039	7.24512133761931	49.0	122	109.84260114674237	20.0	71394936.0	88.24	39.573855749175216	88.85096298471996	32020682	80913728.0
SRX7101040	7.517294076751792	49.0	122	110.56085147484013	20.0	74481594.0	89.76	40.1104081563814	89.48545603059766	33283512	82979739.0
SRX7101041	5.464782984916902	49.0	122	112.56772483865493	20.0	60174130.0	86.43	38.07953889363977	87.99967411576115	26510459	69618645.0
SRX7551986	1.2589743900883417	48.0	150	147.69705263762734	20.0	6262884.0	92.75	81.5880113959979	77.7158937096138	11018536	6752546.0
SRX7551987	0.913650000747239	48.0	150	147.63736828811045	20.0	5948210.0	92.69	82.03811415360254	76.92605519640651	10529610	6417511.0
SRX7551988	1.0722495117050854	48.0	150	147.85587799674303	20.0	4007058.0	94.04	81.92665291559425	76.49759664053242	6981791	4261001.0
SRX7551989	1.4000801118668031	49.0	150	147.92473846203782	20.0	5437257.0	93.88	81.87198732594278	78.27045409150145	9484033	5791989.0
SRX7551990	1.2106825371752332	48.0	150	147.196373740767	20.0	5664993.0	93.98	82.32500134788216	77.28147511520103	9925061	6027975.0
SRX7551991	1.4480914136764664	48.0	150	147.44576764715595	20.0	4978405.0	94.49	82.93613844041583	75.52176946084474	8739588	5268866.0
SRX8694706	0.6923633270405577	48.0	150	148.4615238600032	20.0	3676695.0	96.0	86.11812963371537	76.98927774891918	6596554	3829945.0
SRX8694707	0.5909693865702002	48.0	150	148.58482386774236	20.0	4197521.0	95.6	86.29000244376661	77.34254925904867	7577579	4390763.0
SRX8694708	0.6280692418634872	49.0	150	148.48578742718038	20.0	4200735.0	95.96	85.81409809918019	83.91869938450844	7512899	4377427.0
SRX8694709	0.6533767600469835	49.0	150	148.42477885700697	20.0	4107005.0	96.8	86.90505399327762	83.77987183594456	7374490	4242843.0
SRX8694710	0.6634943296262334	48.0	150	148.50991642278063	20.0	5133554.0	96.58	87.3614853958103	82.23348445646253	9287092	5315324.0
SRX8694711	0.6400177711546429	48.0	150	148.5446506121689	20.0	4045757.0	97.07	87.05937227374416	81.58471802355709	7256928	4167804.0
SRX8694712	0.664688932447091	48.0	150	148.51484911593718	20.0	4713961.0	95.11	86.89004669188161	80.18669338721598	8613101	4956322.0
SRX8694713	0.7005194563995853	49.0	150	148.44126242114845	20.0	3708688.0	95.87	87.6916729804785	79.24756211825266	6784710	3868503.0
SRX8694714	0.6529831810975625	48.0	150	148.54268763842444	20.0	4021708.0	96.18	87.51044199440719	80.83441060493313	7318381	4181433.0
SRX8694715	0.6857130310569478	48.0	150	148.4707102038901	20.0	4257324.0	96.05	85.8512334303207	80.14716767658958	7610183	4432192.0
SRX8694716	0.7489998390833205	48.0	150	148.39445535068612	20.0	3967777.0	96.09	84.88295608716017	80.2750313541139	7009862	4129134.0
SRX8694717	0.7358346059423563	48.0	150	148.39126839865358	20.0	4750416.0	95.85	85.50252377139032	81.55510371055358	8475477	4956273.0
SRX8694718	0.632581501189153	49.0	150	148.47465756465417	20.0	4077911.0	95.79	87.75786445026304	84.59918114993759	7472103	4257227.0
SRX8694719	0.7186878333722776	49.0	150	148.39318398249395	20.0	3966901.0	95.69	82.22600225193716	85.11403082944179	6817792	4145764.0
SRX8694720	0.7270826210005571	49.0	150	148.34315959087198	20.0	3604379.0	96.16	87.46091728336437	85.12606465388798	6556875	3748460.0
SRX8694721	0.7270832854358417	49.0	150	148.3528131186245	20.0	4011932.0	96.1	86.13009104619765	85.66129496547074	7191146	4174584.0
SRX8694722	0.722554628600415	49.0	150	148.37768663379666	20.0	4498516.0	95.75	86.90760816932915	87.24907124742249	8166369	4698305.0
SRX8694723	0.5590283681683105	49.0	150	148.58722897875555	20.0	4161959.0	96.69	89.27807976759601	85.14920721886182	7685466	4304229.0
SRX8694724	0.6492211657811716	49.0	150	148.44755465292326	20.0	4039680.0	95.79	87.55321835441913	85.01036166831622	7384755	4217295.0
SRX8694725	0.7005952942710506	49.0	150	148.37978755471767	20.0	4216526.0	96.14	87.79025622854672	85.51408134512081	7700424	4385694.0
SRX8694726	0.5231985160774345	50.0	150	148.63306755644646	20.0	5031564.0	96.39	89.53269320067861	88.01941612381026	9347514	5220168.0
SRX8694727	0.6292816479364711	49.0	150	148.48059475032176	20.0	5218005.0	96.57	89.41351719410099	87.37197669012892	9662157	5403074.0
SRX8694728	0.6377555373715756	49.0	150	148.56612006366012	20.0	5075592.0	96.83	89.67039747129971	83.44052224558352	9400302	5241586.0
SRX8694729	0.6116680734987876	49.0	150	148.58303770973717	20.0	12195148.0	97.22	89.99207462749513	89.00111160089114	22575878	12543259.0
