Sample	>10	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>500	>1k	>100	>10k+	>5k	>50
SRX6700180	12.211721013343494										10.251931968792217	23.629059697169772	20.125903559905314	7.875109264150586	7.430738184008785	6.719740843293293
SRX6700181	17.009433844297078										10.072750938878995	15.449816989210508	24.666347212186228	5.865021104294812	3.350671940286589	9.404766966447738
SRX6700182	13.10265697890888										11.086483840815395	22.041099900832354	22.557061230000972	6.064074703376651	5.584424808393483	7.497204811377226
SRX6700183	22.714622547649668										7.843507644462218	9.012551732629277	23.637186257489414	5.707017928900923	2.033385764598658	10.994107613350147
SRX6700184	21.745443948067525										8.503352504377352	11.719015519790117	24.486067462052848	4.122450735933303	1.9188498635973015	10.910001743689325
SRX6700185	21.445157586724758										8.502069618058167	10.631046776606416	24.774211036928595	4.973612599311301	1.8595852251625589	11.00330717072339
SRX6922015	23.02602840805405										6.758197248615118	6.595170386360542	21.047174606103034	0.5059246906129072	0.6034252647803374	9.681803266802822
SRX6922016	23.86775288033452										5.536677655605472	4.263975006598659	20.04065467229067	0.23002289879168314	0.33046941887484377	9.676736115830579
SRX6922017	23.745401790931947										7.358741163138522	6.93180581368945	21.419004077453373	0.3702512527721773	0.4482130142251727	10.071452578263468
SRX6922018	26.73642975807552										3.816581223866866	2.6619462986358418	20.548108059244612	0.0	0.15137883830826276	11.098932770519374
SRX6922019	18.144739426777527										6.6581168322581625	14.263920104143684	17.03757237364465	3.0635508275801278	4.939107191697019	7.5899232448452985
SRX6922020	22.20589791452556										5.204214111400253	10.340807106195426	15.80828814369972	1.5811419174104735	1.5324537136970386	8.26459871823838
SRX6922021	21.16978914357161										5.866270610679788	11.331792504952626	16.742409678440882	1.7047569215353733	2.6915537977792443	8.407101754411615
SRX6922023	24.773491432430852										4.464238703808779	3.0737956374912145	22.62474705412421	0.0	0.30095240415833324	10.961876854221227
SRX6922024	24.987786395043862										4.64830773464935	3.823570953660902	22.95021854732106	0.11458958945285008	0.2982833323283982	10.854018658404046
SRX6922025	25.333501025307648										4.597684529315925	3.4559428305990125	22.517262299995256	0.14250588537348505	0.4465651369147865	10.9954034787268
SRX6922026	23.286929616416522										6.083534778747071	4.890922868428804	22.649344586073404	0.0	0.49540793947536854	10.098341891359736
SRX6922027	23.12176492728066										6.180930753534411	5.02028052312442	22.97488507007933	0.0	0.4819637795441742	9.976596407198262
SRX6922028	22.315269152359253										6.935828879759728	7.864567514727532	20.975147456579858	0.2504113628774839	0.7218671062116788	9.591476634851938
SRX6922029	23.93683566332285										6.4730434252562326	6.655881594165165	20.966484678873282	0.28107371163969225	0.5897723126229741	10.124687214863817
SRX7101023	20.40225734448518										11.975306557706125	12.94651561890951	27.921462443907775	0.543809896433879	1.2662089236259624	10.955457064650204
SRX7101024	22.270746803315756										10.830844726782779	11.629606184801977	27.855696902465567	0.31335450699517997	1.1892127729915005	11.588088878810254
SRX7101025	21.691971916135138										10.987787571441352	12.190974074922691	28.016154315751656	0.394409654272485	1.24522577727257	11.64012084277028
SRX7101026	15.507363215672834										12.373097387620469	16.232647510823416	29.396823344356093	1.803840682047586	2.8143660281785996	9.75898100670655
SRX7101027	14.324832087050618										12.455232397873463	17.81458926684884	28.692361051397096	3.0485997596723537	3.578549814147023	9.274361326948943
SRX7101028	13.663367830322173										11.528605332977438	20.86729170149712	24.112472740733757	5.310501417663826	4.358312083218976	8.082607758546816
SRX7101029	18.40874971930826										10.194079970024257	14.833249413544653	26.459063119599268	1.3683747232011314	2.319589543066452	10.7021494304706
SRX7101030	22.13767961131748										10.131221743834375	9.360606513455206	29.604107766714165	0.711127103018758	1.1161479009735822	12.386420141512083
SRX7101031	22.84188747835602										9.831498778664585	8.710043856645703	29.1915262566732	0.6570332011361643	1.093846586771572	12.401467361458327
SRX7101032	13.700438900156891										11.785000467316188	18.00206285625215	26.215796034752376	4.79020378106231	3.8444148065242336	8.41417153969521
SRX7101033	13.870970637750741										12.10869191199862	17.654113906273057	27.281741095849643	3.9061920885322	3.5614082403314415	8.670781360158635
SRX7101034	13.018518310133242										12.643638661437933	18.844009033768472	27.359237719769684	3.892461820141216	3.273462742758938	8.339809458662053
SRX7101035	17.460022056274997										7.740567459802391	12.110526765811423	20.786054498507205	3.190212615161678	3.1297468221539844	8.414746697093346
SRX7101036	22.21927159832173										7.537024936210575	11.561137213303292	24.327598375600203	1.1418981447060972	2.2474441198878226	11.618461100437619
SRX7101037	23.49202734283841										7.099117444331323	10.218757766953159	23.02950457108132	0.6183795470975546	1.757302064590898	11.737432526235901
SRX7101038	22.33561065490645										7.467903296463827	11.864026272072033	24.177528909923662	1.0543529930351818	2.3789432625669726	11.674696515517304
SRX7101039	18.183354902754896										8.621793673830313	15.690935422069463	22.706460065598044	2.683880326869077	3.9407030767114786	9.422557331372628
SRX7101040	17.237643880403958										8.881326898946853	17.22407894579387	22.501879509562873	3.465064038864267	4.504990114891006	8.819830111232365
SRX7101041	18.114411985929824										8.74802627743282	15.338259300852583	23.057326529127973	2.0682499131849106	3.4048352647127342	9.4166382286953
SRX7551986	25.66447031465342										2.942307219351	2.749458793518672	19.129941834890978	0.0	0.2899090768933863	11.429209820766694
SRX7551987	26.174365166076157										2.77564391395245	2.1513207636593785	18.387362134783523	0.0	0.26100363889584816	11.465990409169288
SRX7551988	25.19389163685156										3.570100832267161	2.310619087478293	17.68656028140506	0.0	0.9243924862558128	9.69992748588549
SRX7551989	25.46585081637916										4.325862923370153	3.1112958400867576	18.805608288049	0.40614311655105195	0.34018201440204454	10.04526256548715
SRX7551990	26.01716759755127										2.5999514106516584	2.905333302951489	18.07330282255208	0.0	0.4739881173196037	11.36501935078613
SRX7551991	27.244725949224534										2.161757209683413	1.9121288895680038	15.199720462557915	0.0	0.0	11.285576502486501
SRX8694706	26.667892070989485										3.996940059242083	1.6860637892961987	16.721051144182695	0.0	0.17582257606719903	9.906797444023471
SRX8694707	26.28634356827077										4.088898097428518	2.1888908205362196	17.76747091862641	0.0	0.1289847300173352	10.232922797849284
SRX8694708	22.662158507790643										6.790414957247304	10.809681438595407	19.998121755546773	0.631100554690974	1.5483473604393758	9.560153445112963
SRX8694709	22.48283564630417										7.053746907971033	10.836252913279704	19.81259473696973	0.8153222883801565	1.8187182127142705	9.34731507926663
SRX8694710	25.15395784089251										6.236785381909939	4.2606958726344795	21.877047404865817	0.0	0.09862123631942821	10.876563016605777
SRX8694711	25.965451264781137										5.195516922134628	3.4576483822429283	20.98438464916471	0.0	0.0	10.960345822408362
SRX8694712	23.59158704760091										6.215569133564119	4.7388657974432125	21.592715079081966	0.0	0.0	10.493926412131026
SRX8694713	24.515471246916736										4.917827806100127	2.8610227952849603	21.37936340808428	0.0	0.0	10.961943724693137
SRX8694714	25.25557911055675										5.626931148948207	3.492654868544158	20.946546543539963	0.0	0.0	10.814557602440424
SRX8694715	25.283950781481906										5.345566362498541	3.6896559545926277	20.282916601204505	0.0	0.0	10.653998722098205
SRX8694716	25.758458060311686										4.6288888421897	3.132409029947262	20.705944289685778	0.0	0.14490092631141335	11.120734159755603
SRX8694717	24.812825120608885										6.109840640284812	4.288502710885956	21.695493590404713	0.0	0.25524826282989105	10.91215590636201
SRX8694718	21.95647731279968										7.171126125475825	11.794944138386569	19.643584564812837	0.30407061679244807	3.321531914341453	9.280709716367884
SRX8694719	20.73794699644692										8.036685298513767	12.942593862945746	20.569001546479328	0.0	3.174951335843531	9.52472137233309
SRX8694720	20.468158239547208										8.358520907761532	13.021864012152532	20.828446564045525	0.2861611092979745	2.5473848611346677	9.434357217245372
SRX8694721	21.432454448469795										7.755194303629221	11.648158933808547	20.60445086150115	0.5361325970219689	3.4817689016375386	9.74529209792071
SRX8694722	19.981424360483675										8.043077151112936	14.027985491306655	21.055084529658476	1.7591463995454106	3.615722445834875	9.428559719161122
SRX8694723	21.434292848310644										7.334955346480113	12.127927815062893	19.405147907496016	1.1620817397658947	3.7339725237668224	9.185430002562017
SRX8694724	21.301136281289732										7.085984788992933	12.71436448332521	19.802829157135427	0.604286856085399	3.691860664936686	9.266670389784741
SRX8694725	20.88723232972674										7.184815585603535	13.130603865036743	19.974354382067247	1.3757704061445906	3.5756826499622933	9.087836583656193
SRX8694726	18.248147995035715										7.634247465935581	14.578029132633313	20.35572432717478	4.026725951396	5.938091389673513	8.571163275244608
SRX8694727	18.999783007986046										7.636313470279414	14.14206650376498	20.324095164198752	3.1273297341479567	5.34269636536699	8.850433208846455
SRX8694728	23.44268356376741										7.022848203212814	7.949473872094671	22.254575108622358	0.0	0.11367613969432407	9.970047380158121
SRX8694729	20.53928921309844										9.27905292192687	15.235077350856974	23.05666340355247	0.4622247223201951	2.039473545188376	9.73368971455167
